Date,Austin Precipitation,Austin Temperature (max),Austin, Temperature (min),Austin Temperature(min),New York Precipitation,New York, Temperature (max),New York Temperature(max),New York, Temperature (min),New York Temperature(min),San Francisco Precipitation,San Francisco Temperature (max),San Francisco Temperature (min)
4/7/2015,0,30,18.3,,18.3,3.8,16.7,,16.7,5.6,,5.6,17.8,16.1,10.6
4/8/2015,0,25.6,20,,20,0,7.2,,7.2,2.8,,2.8,1.5,17.2,10
4/9/2015,0,30,18.3,,18.3,0,6.1,,6.1,2.8,,2.8,0,18.9,9.4
4/10/2015,2,21.7,12.8,,12.8,4.3,13.3,,13.3,3.9,,3.9,0,18.3,9.4
4/11/2015,0.3,21.1,15,,15,0,13.9,,13.9,6.7,,6.7,0,20.6,10.6
4/12/2015,0,27.8,18.3,,18.3,0,18.9,,18.9,6.1,,6.1,0,23.3,10.6
4/13/2015,1,28.9,16.7,,16.7,0,20,,20,10,,10,0,16.7,10.6
4/14/2015,0,25,12.8,,12.8,0.3,18.3,,18.3,12.8,,12.8,0,17.2,10
4/15/2015,0,26.7,9.4,,9.4,0,22.2,,22.2,10.6,,10.6,0,20.6,8.9
4/16/2015,5.6,26.1,17.2,,17.2,0,17.8,,17.8,11.1,,11.1,0,26.7,10.6
4/17/2015,10.2,23.3,18.3,,18.3,2,21.7,,21.7,12.8,,12.8,0,21.1,10.6
4/18/2015,9.7,24.4,13.3,,13.3,0,26.7,,26.7,15,,15,0,19.4,9.4
4/19/2015,0,31.7,12.8,,12.8,0,17.8,,17.8,8.9,,8.9,0,17.8,10.6
4/20/2015,0,22.2,11.7,,11.7,34.8,13.9,,13.9,7.8,,7.8,0,20,11.7
4/21/2015,0,26.1,8.3,,8.3,5.1,18.3,,18.3,11.1,,11.1,0,15,12.2
4/22/2015,0,26.1,18.9,,18.9,1.3,20.6,,20.6,8.9,,8.9,0,18.3,11.1
4/23/2015,0,28.3,19.4,,19.4,0,11.1,,11.1,5,,5,0,19.4,10.6
4/24/2015,17.5,28.9,20,,20,0,11.1,,11.1,3.9,,3.9,3,17.2,11.1
4/25/2015,1.5,32.8,18.9,,18.9,0,16.7,,16.7,3.3,,3.3,7.4,16.1,11.1
4/26/2015,0,28.9,20.6,,20.6,0,17.8,,17.8,7.8,,7.8,0,19.4,10.6
4/27/2015,10.9,28.9,15.6,,15.6,0,16.7,,16.7,9.4,,9.4,0,26.7,11.1
4/28/2015,0,17.8,10.6,,10.6,0,21.7,,21.7,10,,10,0,17.8,11.1
4/29/2015,0,23.9,9.4,,9.4,0,25.6,,25.6,10,,10,0,20,10.6
4/30/2015,0,26.7,6.7,,6.7,0,19.4,,19.4,8.9,,8.9,0,31.1,11.1
5/1/2015,0,28.3,8.9,,8.9,0,17.2,,17.2,9.4,,9.4,0,23.9,12.2
5/2/2015,0,27.2,10,,10,0,23.3,,23.3,8.9,,8.9,0,19.4,11.7
5/3/2015,0,28.3,8.9,,8.9,0,26.7,,26.7,10.6,,10.6,0,18.3,11.1
5/4/2015,0,28.9,15,,15,0,29.4,,29.4,13.9,,13.9,0,16.1,11.1
5/5/2015,44.7,28.3,16.1,,16.1,0,29.4,,29.4,18.9,,18.9,0,16.7,11.1
5/6/2015,0,30.6,21.7,,21.7,0,22.8,,22.8,15,,15,0,18.9,10.6
5/7/2015,0,28.9,22.2,,22.2,0,26.7,,26.7,13.3,,13.3,0,20,10
5/8/2015,5.6,28.3,21.1,,21.1,0,27.8,,27.8,13.3,,13.3,0,20,10
5/9/2015,0,30,20.6,,20.6,0,21.1,,21.1,13.9,,13.9,0,18.3,11.1
5/10/2015,0,30.6,23.9,,23.9,0,28.3,,28.3,16.1,,16.1,0,16.7,11.1
5/11/2015,13,25,19.4,,19.4,0,28.9,,28.9,21.1,,21.1,0,16.7,11.1
5/12/2015,10.9,20,18.9,,18.9,0,30,,30,17.8,,17.8,0,16.7,10.6
5/13/2015,42.4,21.7,17.2,,17.2,0,21.1,,21.1,11.7,,11.7,0,18.3,11.1
5/14/2015,1,30,18.9,,18.9,0,22.8,,22.8,10,,10,0,18.3,12.8
5/15/2015,8.4,24.4,17.8,,17.8,0,23.9,,23.9,12.8,,12.8,0,16.7,11.7
5/16/2015,0,31.1,18.9,,18.9,7.6,23.9,,23.9,13.9,,13.9,0,16.1,12.2
5/17/2015,58.2,28.3,18.3,,18.3,0.5,28.3,,28.3,17.8,,17.8,0,16.7,12.8
5/18/2015,0.8,31.1,21.7,,21.7,0,23.9,,23.9,15.6,,15.6,0,15.6,12.8
5/19/2015,10.7,30.6,22.8,,22.8,0,26.7,,26.7,15,,15,0,17.2,12.8
5/20/2015,0,31.1,21.1,,21.1,0,19.4,,19.4,12.2,,12.2,0,16.7,12.8
5/21/2015,0.5,23.9,16.7,,16.7,0,16.7,,16.7,11.1,,11.1,0.3,19.4,12.8
5/22/2015,0.5,25.6,16.7,,16.7,0,23.3,,23.3,12.8,,12.8,0.3,17.8,13.3
5/23/2015,47.2,30,17.8,,17.8,0,21.1,,21.1,9.4,,9.4,0,17.2,12.2
5/24/2015,16,27.8,16.7,,16.7,0,27.2,,27.2,13.3,,13.3,0,16.1,10.6
5/25/2015,45.2,28.9,18.9,,18.9,0,29.4,,29.4,17.8,,17.8,0,17.8,11.7
5/26/2015,0,31.1,17.8,,17.8,0,31.1,,31.1,19.4,,19.4,0,18.3,12.2
5/27/2015,5.1,30.6,19.4,,19.4,2,29.4,,29.4,21.1,,21.1,0,17.8,11.7
5/28/2015,0,31.1,22.8,,22.8,0,29.4,,29.4,21.1,,21.1,0,16.7,11.1
5/29/2015,28.4,30.6,17.8,,17.8,0,29.4,,29.4,18.3,,18.3,0,16.7,11.7
5/30/2015,2.8,30.6,20,,20,0,29.4,,29.4,19.4,,19.4,0,17.8,11.1
5/31/2015,0,28.9,17.8,,17.8,37.1,30.6,,30.6,13.9,,13.9,0,19.4,11.7
6/1/2015,0,30.6,15.6,,15.6,18.3,14.4,,14.4,10.6,,10.6,0,23.3,14.4
6/2/2015,0,31.1,17.8,,17.8,9.4,12.8,,12.8,10,,10,0,18.3,13.3
6/3/2015,0,31.7,16.7,,16.7,0,21.1,,21.1,11.1,,11.1,0,18.3,12.8
6/4/2015,0,31.7,17.2,,17.2,0,18.3,,18.3,12.2,,12.2,0,21.1,12.2
6/5/2015,0,31.1,16.7,,16.7,3.3,21.1,,21.1,12.8,,12.8,0,22.8,12.2
6/6/2015,0,32.2,18.9,,18.9,4.8,24.4,,24.4,15.6,,15.6,0,23.3,13.9
6/7/2015,0,31.7,17.8,,17.8,0,23.3,,23.3,12.8,,12.8,0,21.7,12.8
6/8/2015,0,33.3,17.8,,17.8,1.5,26.1,,26.1,17.2,,17.2,0,28.9,12.8
6/9/2015,0,34.4,20,,20,0.3,28.3,,28.3,20,,20,0,26.1,12.2
6/10/2015,0,33.3,20,,20,0,27.8,,27.8,18.3,,18.3,6.6,20,13.3
6/11/2015,0,33.3,21.1,,21.1,0,31.7,,31.7,22.2,,22.2,0,21.7,12.2
6/12/2015,0.3,33.9,22.2,,22.2,0,31.1,,31.1,22.8,,22.8,0,22.8,12.8
6/13/2015,0,34.4,22.8,,22.8,0,30,,30,22.2,,22.2,0,25,13.3
6/14/2015,10.9,31.1,21.7,,21.7,9.1,31.1,,31.1,18.9,,18.9,0,21.1,11.7
6/15/2015,6.4,31.7,21.1,,21.1,14.5,28.3,,28.3,17.8,,17.8,0,16.1,11.7
6/16/2015,22.9,27.2,22.2,,22.2,6.9,26.1,,26.1,18.3,,18.3,0,18.9,11.7
6/17/2015,6.6,30.6,19.4,,19.4,0,27.8,,27.8,18.9,,18.9,0,19.4,11.1
6/18/2015,0,31.1,22.2,,22.2,0,21.7,,21.7,17.8,,17.8,0,19.4,11.1
6/19/2015,5.3,28.9,21.7,,21.7,0,30.6,,30.6,20,,20,0,20.6,10.6
6/20/2015,0.3,28.9,21.7,,21.7,0,23.9,,23.9,17.8,,17.8,0,20.6,11.7
6/21/2015,4.1,30.6,21.7,,21.7,16.3,31.1,,31.1,21.7,,21.7,0,18.9,12.8
6/22/2015,0,30.6,21.7,,21.7,0,30.6,,30.6,21.1,,21.1,0,17.8,12.2
6/23/2015,0.3,32.8,21.7,,21.7,0.5,32.2,,32.2,23.9,,23.9,0,20,12.2
6/24/2015,0,32.8,21.1,,21.1,0,28.9,,28.9,20,,20,0,21.7,12.2
6/25/2015,0,32.8,20,,20,0,28.3,,28.3,18.3,,18.3,0,24.4,13.3
6/26/2015,0,33.3,23.3,,23.3,0,27.2,,27.2,20.6,,20.6,0,22.8,13.3
6/27/2015,0,32.2,23.9,,23.9,28.4,21.7,,21.7,14.4,,14.4,0,23.9,14.4
6/28/2015,8.6,32.2,22.8,,22.8,7.4,22.8,,22.8,16.7,,16.7,0,22.2,15
6/29/2015,0,33.3,21.7,,21.7,0,24.4,,24.4,17.2,,17.2,0,20,13.3
6/30/2015,16,32.8,21.7,,21.7,1,27.8,,27.8,20,,20,0,26.1,12.8
7/1/2015,0.3,31.7,18.9,,18.9,9.9,27.8,,27.8,20.6,,20.6,0,23.3,13.3
7/2/2015,0,31.7,20.6,,20.6,0,26.7,,26.7,20.6,,20.6,0,22.8,14.4
7/3/2015,0,32.2,22.8,,22.8,0,27.8,,27.8,18.9,,18.9,0,22.2,14.4
7/4/2015,0,32.8,22.8,,22.8,0,23.9,,23.9,20.6,,20.6,0,21.7,14.4
7/5/2015,0,32.8,22.8,,22.8,0,28.3,,28.3,20,,20,0,25,15
7/6/2015,0,33.3,24.4,,24.4,0,28.3,,28.3,22.2,,22.2,0,22.2,15.6
7/7/2015,0,33.3,25,,25,3,31.1,,31.1,23.9,,23.9,0,23.3,16.1
7/8/2015,0,32.2,24.4,,24.4,0,31.1,,31.1,25,,25,0,20.6,15.6
7/9/2015,0,33.9,20,,20,7.6,26.1,,26.1,20,,20,0,20,15
7/10/2015,0,33.9,18.9,,18.9,0,28.9,,28.9,22.2,,22.2,0,21.7,15.6
7/11/2015,0,33.9,18.3,,18.3,0,31.1,,31.1,20.6,,20.6,0,22.8,15.6
7/12/2015,0,33.9,20.6,,20.6,0,31.7,,31.7,22.2,,22.2,0,23.3,16.7
7/13/2015,0,35,22.2,,22.2,0,31.1,,31.1,22.8,,22.8,0,22.2,16.7
7/14/2015,0,35,22.8,,22.8,10.7,27.8,,27.8,22.8,,22.8,0,20,15
7/15/2015,0,35,21.1,,21.1,3,27.2,,27.2,22.2,,22.2,0,26.1,15
7/16/2015,0,34.4,20.6,,20.6,0,26.7,,26.7,17.8,,17.8,0,25,15
7/17/2015,0,35.6,23.9,,23.9,0,27.2,,27.2,19.4,,19.4,0,22.8,15
7/18/2015,0,35.6,23.3,,23.3,8.1,29.4,,29.4,21.7,,21.7,0,24.4,15
7/19/2015,0,35.6,23.3,,23.3,0,33.9,,33.9,25.6,,25.6,0,31.1,17.2
7/20/2015,0,35.6,20,,20,0,34.4,,34.4,27.8,,27.8,0,24.4,15.6
7/21/2015,0,35,21.7,,21.7,0,31.7,,31.7,23.3,,23.3,0,21.1,15.6
7/22/2015,0,35.6,23.9,,23.9,0,29.4,,29.4,20.6,,20.6,0,20,15.6
7/23/2015,0,36.7,23.3,,23.3,0,30,,30,20,,20,0,20,15.6
7/24/2015,0,36.7,22.8,,22.8,0,30.6,,30.6,21.1,,21.1,0,22.2,14.4
7/25/2015,0,35.6,20,,20,0,31.1,,31.1,20.6,,20.6,0,20.6,15
7/26/2015,0,35.6,21.1,,21.1,0,32.2,,32.2,23.3,,23.3,0,23.3,15
7/27/2015,0,36.1,22.8,,22.8,9.1,30,,30,21.7,,21.7,0,27.2,13.9
7/28/2015,0,37.2,22.8,,22.8,0,35,,35,23.9,,23.9,0,30.6,14.4
7/29/2015,0,37.2,21.7,,21.7,0,35.6,,35.6,25.6,,25.6,0,27.2,13.9
7/30/2015,0,37.8,20.6,,20.6,49.5,30.6,,30.6,24.4,,24.4,0,22.8,15.6
7/31/2015,0,38.3,25,,25,0,31.7,,31.7,22.2,,22.2,0,22.8,15.6
8/1/2015,0,36.1,20,,20,0,31.7,,31.7,23.9,,23.9,0,23.9,16.7
8/2/2015,0,36.7,19.4,,19.4,0,31.7,,31.7,21.7,,21.7,0,21.7,16.7
8/3/2015,0,36.1,20,,20,0,32.2,,32.2,23.9,,23.9,0,22.8,17.2
8/4/2015,0,36.7,21.7,,21.7,10.9,31.7,,31.7,20.6,,20.6,0,22.8,16.1
8/5/2015,0,37.2,25,,25,0,30.6,,30.6,22.2,,22.2,0,22.8,15
8/6/2015,0,37.8,22.8,,22.8,0,28.3,,28.3,19.4,,19.4,0,21.1,15
8/7/2015,0,37.2,23.3,,23.3,0,28.9,,28.9,20.6,,20.6,0,24.4,14.4
8/8/2015,0,37.8,23.3,,23.3,0,27.8,,27.8,20,,20,0,21.7,16.1
8/9/2015,0,38.3,23.3,,23.3,0,29.4,,29.4,20,,20,0,21.7,15.6
8/10/2015,0,39.4,21.7,,21.7,0,28.9,,28.9,21.1,,21.1,0,22.8,15.6
8/11/2015,0,39.4,20,,20,29.7,27.2,,27.2,21.7,,21.7,0,22.8,15.6
8/12/2015,0,39.4,23.3,,23.3,0,29.4,,29.4,21.7,,21.7,0,25,14.4
8/13/2015,0,38.9,23.9,,23.9,0,28.3,,28.3,19.4,,19.4,0,23.9,16.7
8/14/2015,0,37.2,23.3,,23.3,0,31.1,,31.1,19.4,,19.4,0,23.3,16.1
8/15/2015,0.5,36.1,23.3,,23.3,0,33.3,,33.3,22.8,,22.8,0,33.3,15.6
8/16/2015,0,36.1,21.1,,21.1,0,33.9,,33.9,24.4,,24.4,0,32.2,16.1
8/17/2015,1.5,35,20.6,,20.6,0,35,,35,25.6,,25.6,0,24.4,15.6
8/18/2015,0,36.7,22.8,,22.8,7.4,32.2,,32.2,22.8,,22.8,0,24.4,15
8/19/2015,0,36.1,24.4,,24.4,0,30.6,,30.6,25,,25,0,23.3,15
8/20/2015,9.9,27.8,21.1,,21.1,0.3,30,,30,25,,25,0,20.6,16.1
8/21/2015,4.1,32.2,21.1,,21.1,8.1,30.6,,30.6,21.7,,21.7,0,21.7,15
8/22/2015,0,36.1,23.3,,23.3,0,30,,30,20.6,,20.6,0,22.8,15
8/23/2015,0,37.2,22.2,,22.2,0,29.4,,29.4,21.1,,21.1,0,23.3,15.6
8/24/2015,0,36.7,22.2,,22.2,0,30.6,,30.6,22.8,,22.8,0,22.2,15.6
8/25/2015,0,37.2,21.7,,21.7,0,32.2,,32.2,22.8,,22.8,0,21.7,14.4
8/26/2015,0,35,20.6,,20.6,0,29.4,,29.4,19.4,,19.4,0,25,13.9
8/27/2015,0,35.6,19.4,,19.4,0,27.8,,27.8,19.4,,19.4,0,30,16.1
8/28/2015,0,35.6,17.8,,17.8,0,27.8,,27.8,17.2,,17.2,0,33.9,17.8
8/29/2015,0,34.4,18.3,,18.3,0,30.6,,30.6,19.4,,19.4,0,23.9,18.3
8/30/2015,0,33.3,21.1,,21.1,3.3,32.2,,32.2,22.2,,22.2,0,23.3,17.2
8/31/2015,2.8,35.6,19.4,,19.4,0,32.8,,32.8,24.4,,24.4,0,24.4,15.6
9/1/2015,0.8,33.9,20.6,,20.6,0,32.2,,32.2,24.4,,24.4,0,24.4,15
9/2/2015,0,33.9,18.3,,18.3,0,32.8,,32.8,23.3,,23.3,0,22.8,16.7
9/3/2015,0,33.3,20,,20,0,33.9,,33.9,23.3,,23.3,0,20.6,15
9/4/2015,0,35.6,22.8,,22.8,0,29.4,,29.4,22.2,,22.2,0,20.6,13.3
9/5/2015,0,37.2,23.3,,23.3,0,28.3,,28.3,19.4,,19.4,0,25,11.7
9/6/2015,0,36.7,22.2,,22.2,0,30.6,,30.6,18.3,,18.3,0,29.4,13.3
9/7/2015,0,37.2,21.1,,21.1,0,33.3,,33.3,21.1,,21.1,0,31.7,14.4
9/8/2015,0,36.7,23.3,,23.3,0,36.1,,36.1,24.4,,24.4,0,33.3,16.1
9/9/2015,1.8,33.9,22.8,,22.8,0,32.2,,32.2,24.4,,24.4,0,32.8,15.6
9/10/2015,53.8,35.6,22.8,,22.8,40.1,26.1,,26.1,21.1,,21.1,0,28.3,13.9
9/11/2015,6.6,32.8,22.2,,22.2,0,27.2,,27.2,18.9,,18.9,0,24.4,13.9
9/12/2015,0,32.2,17.2,,17.2,7.4,26.1,,26.1,20.6,,20.6,0,22.8,13.9
9/13/2015,0,32.2,15,,15,1,26.7,,26.7,16.7,,16.7,0,22.2,15
9/14/2015,0,31.7,14.4,,14.4,0,25,,25,15,,15,0,20,14.4
9/15/2015,0,33.3,20.6,,20.6,0,28.9,,28.9,16.7,,16.7,0,20,13.9
9/16/2015,0.5,33.9,22.8,,22.8,0,31.1,,31.1,18.9,,18.9,0,21.1,14.4
9/17/2015,0,34.4,22.8,,22.8,0,31.7,,31.7,20,,20,0,21.1,14.4
9/18/2015,0,35,22.2,,22.2,0,30.6,,30.6,20,,20,0,26.1,13.3
9/19/2015,0,33.9,19.4,,19.4,0,28.3,,28.3,20,,20,0,29.4,12.8
9/20/2015,0,34.4,16.7,,16.7,0,26.1,,26.1,17.8,,17.8,0,33.9,16.1
9/21/2015,0,34.4,20.6,,20.6,0,22.8,,22.8,15,,15,0,32.8,15.6
9/22/2015,0,34.4,18.3,,18.3,0,21.7,,21.7,16.7,,16.7,0,18.3,14.4
9/23/2015,0,33.9,16.7,,16.7,0,26.7,,26.7,15,,15,0,23.9,12.8
9/24/2015,0,33.3,16.7,,16.7,0,27.8,,27.8,15.6,,15.6,0,29.4,15.6
9/25/2015,29.2,33.3,19.4,,19.4,0,24.4,,24.4,17.2,,17.2,0,23.3,14.4
9/26/2015,0,33.9,17.8,,17.8,0,22.2,,22.2,16.1,,16.1,0,21.7,13.9
9/27/2015,0,33.9,17.2,,17.2,0,21.7,,21.7,13.3,,13.3,0,21.7,13.9
9/28/2015,0,30.6,18.3,,18.3,0,25.6,,25.6,18.3,,18.3,0,21.1,12.8
9/29/2015,0,33.9,18.3,,18.3,2.8,28.3,,28.3,22.2,,22.2,0,19.4,13.9
9/30/2015,0,33.9,18.9,,18.9,32,26.1,,26.1,15,,15,0.5,18.3,14.4
10/1/2015,0,33.9,18.3,,18.3,2.3,17.8,,17.8,13.3,,13.3,0,23.3,15
10/2/2015,0,30.6,13.9,,13.9,27.4,13.9,,13.9,8.9,,8.9,0,24.4,13.3
10/3/2015,0,29.4,10.6,,10.6,8.9,12.8,,12.8,9.4,,9.4,0,21.7,12.8
10/4/2015,0,30,11.7,,11.7,0,17.2,,17.2,11.7,,11.7,0,22.8,11.7
10/5/2015,0,29.4,16.7,,16.7,0,19.4,,19.4,11.1,,11.1,0,23.3,13.9
10/6/2015,0,31.1,13.9,,13.9,0,22.8,,22.8,11.1,,11.1,0,23.3,15.6
10/7/2015,0,32.8,14.4,,14.4,0,22.8,,22.8,14.4,,14.4,0,22.8,15
10/8/2015,0,31.1,17.2,,17.2,0,22.2,,22.2,15,,15,0,26.7,14.4
10/9/2015,,,,,,22.6,25.6,,25.6,16.1,,16.1,,,
